fir_id,date_filed,police_station,district,crime_type,area,description,status,section_of_law
FIR-2025-00280,2026-03-03,Cubbon Park PS,Bengaluru Urban,Vehicle Theft,Whitefield,"Two-wheeler bearing registration KA-04-EJ-6231 stolen from parking area near a parking lot, Whitefield.",Under Investigation,IPC 379A
FIR-2025-00281,2025-06-06,Cubbon Park PS,Bengaluru Urban,Cybercrime,Indiranagar,Complainant reported online fraud of Rs. 300000 via a fake UPI payment link. Transaction traced to unknown account.,Open,IT Act 66
FIR-2025-00282,2026-02-13,Jayanagar PS,Bengaluru Urban,Cybercrime,MG Road,Complainant reported online fraud of Rs. 75000 via a phishing email. Transaction traced to unknown account.,Under Investigation,IT Act 66
FIR-2025-00283,2025-09-06,Devaraja PS,Mysuru,Theft,Lashkar Mohalla,Complainant reported theft of cash from a residential building in Lashkar Mohalla. Estimated value Rs. 25000.,Under Investigation,IPC 379
FIR-2025-00284,2025-11-09,Indiranagar PS,Bengaluru Urban,Robbery,MG Road,Armed robbery reported at the railway station in MG Road. Cash and valuables worth Rs. 300000 taken.,Under Investigation,IPC 392
FIR-2025-00285,2025-04-26,Cubbon Park PS,Bengaluru Urban,Burglary,MG Road,House break-in reported in MG Road during night hours. Jewellery and cash worth Rs. 12000 stolen.,Under Investigation,IPC 457
FIR-2025-00286,2025-07-28,Yeshwanthpur PS,Bengaluru Urban,Burglary,Indiranagar,House break-in reported in Indiranagar during night hours. Jewellery and cash worth Rs. 75000 stolen.,Open,IPC 457
FIR-2025-00287,2025-10-05,Cubbon Park PS,Bengaluru Urban,Assault,Koramangala,Physical altercation reported near a parking lot in Koramangala. Complainant sustained minor injuries.,Open,IPC 323
FIR-2025-00288,2026-01-25,Hubballi City PS,Hubballi-Dharwad,Robbery,Gokul Road,Armed robbery reported at a residential building in Gokul Road. Cash and valuables worth Rs. 300000 taken.,Open,IPC 392
FIR-2025-00289,2025-06-10,Devaraja PS,Mysuru,Assault,Hebbal Industrial Area,Physical altercation reported near a parking lot in Hebbal Industrial Area. Complainant sustained minor injuries.,Closed,IPC 323
FIR-2025-00290,2025-10-14,Hubballi City PS,Hubballi-Dharwad,Fraud,Vidyanagar,Complainant defrauded of Rs. 40000 in a chit fund scheme operating in Vidyanagar.,Open,IPC 420
FIR-2025-00291,2025-12-04,Whitefield PS,Bengaluru Urban,Chain Snatching,Malleshwaram,"Gold chain snatched from complainant by two persons on a motorcycle near a shopping complex, Malleshwaram.",Closed,IPC 356
FIR-2025-00292,2025-06-11,Jayanagar PS,Bengaluru Urban,Vehicle Theft,Indiranagar,"Two-wheeler bearing registration KA-21-CJ-6221 stolen from parking area near the railway station, Indiranagar.",Closed,IPC 379A
FIR-2025-00293,2025-10-08,Indiranagar PS,Bengaluru Urban,Assault,Whitefield,Physical altercation reported near the bus stand in Whitefield. Complainant sustained minor injuries.,Open,IPC 323
FIR-2025-00294,2025-05-18,Yeshwanthpur PS,Bengaluru Urban,Theft,Whitefield,Complainant reported theft of a bicycle from a residential building in Whitefield. Estimated value Rs. 150000.,Open,IPC 379
FIR-2025-00295,2025-10-04,Whitefield PS,Bengaluru Urban,Theft,MG Road,Complainant reported theft of a laptop from a parking lot in MG Road. Estimated value Rs. 150000.,Under Investigation,IPC 379
FIR-2025-00296,2026-02-19,Hubballi City PS,Hubballi-Dharwad,Vehicle Theft,Dharwad Market,"Two-wheeler bearing registration KA-26-AK-8399 stolen from parking area near a parking lot, Dharwad Market.",Under Investigation,IPC 379A
FIR-2025-00297,2026-06-16,Dharwad PS,Hubballi-Dharwad,Vehicle Theft,Gokul Road,"Two-wheeler bearing registration KA-19-HQ-5989 stolen from parking area near the railway station, Gokul Road.",Closed,IPC 379A
FIR-2025-00298,2025-02-25,Yeshwanthpur PS,Bengaluru Urban,Theft,Jayanagar 4th Block,Complainant reported theft of a laptop from a residential building in Jayanagar 4th Block. Estimated value Rs. 300000.,Open,IPC 379
FIR-2025-00299,2026-04-10,Yeshwanthpur PS,Bengaluru Urban,Cybercrime,Indiranagar,Complainant reported online fraud of Rs. 5000 via a fraudulent job portal. Transaction traced to unknown account.,Open,IT Act 66
FIR-2025-00300,2026-01-29,Yeshwanthpur PS,Bengaluru Urban,Assault,Malleshwaram,Physical altercation reported near a shopping complex in Malleshwaram. Complainant sustained minor injuries.,Open,IPC 323
FIR-2026-00301,2026-03-06,Jayanagar PS,Bengaluru Urban,Burglary,MG Road,House break-in reported in MG Road during night hours. Jewellery and cash worth Rs. 300000 stolen.,Closed,IPC 457
FIR-2026-00302,2026-04-15,Whitefield PS,Bengaluru Urban,Burglary,MG Road,House break-in reported in MG Road during night hours. Jewellery and cash worth Rs. 300000 stolen.,Under Investigation,IPC 457
FIR-2026-00303,2025-10-12,Yeshwanthpur PS,Bengaluru Urban,Robbery,Indiranagar,Armed robbery reported at a shopping complex in Indiranagar. Cash and valuables worth Rs. 5000 taken.,Closed,IPC 392
FIR-2026-00304,2025-12-06,Devaraja PS,Mysuru,Fraud,Kuvempunagar,Complainant defrauded of Rs. 40000 in a fake investment scheme operating in Kuvempunagar.,Closed,IPC 420
FIR-2026-00305,2025-11-27,Jayanagar PS,Bengaluru Urban,Theft,Jayanagar 4th Block,Complainant reported theft of gold ornaments from the bus stand in Jayanagar 4th Block. Estimated value Rs. 300000.,Under Investigation,IPC 379
FIR-2026-00306,2025-08-03,Indiranagar PS,Bengaluru Urban,Cybercrime,Malleshwaram,Complainant reported online fraud of Rs. 5000 via a fake UPI payment link. Transaction traced to unknown account.,Open,IT Act 66
FIR-2026-00307,2026-05-24,VV Puram PS,Mysuru,Robbery,Lashkar Mohalla,Armed robbery reported at a residential building in Lashkar Mohalla. Cash and valuables worth Rs. 300000 taken.,Open,IPC 392
FIR-2026-00308,2025-08-01,Yeshwanthpur PS,Bengaluru Urban,Fraud,Koramangala,Complainant defrauded of Rs. 5000 in a real-estate advance scheme operating in Koramangala.,Under Investigation,IPC 420
FIR-2026-00309,2026-06-03,Yeshwanthpur PS,Bengaluru Urban,Theft,Jayanagar 4th Block,Complainant reported theft of cash from the bus stand in Jayanagar 4th Block. Estimated value Rs. 5000.,Under Investigation,IPC 379
FIR-2026-00310,2025-02-06,Indiranagar PS,Bengaluru Urban,Robbery,Whitefield,Armed robbery reported at a shopping complex in Whitefield. Cash and valuables worth Rs. 150000 taken.,Open,IPC 392
FIR-2026-00311,2025-08-02,Panambur PS,Mangaluru,Assault,Hampankatta,Physical altercation reported near the market in Hampankatta. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00312,2025-07-11,Panambur PS,Mangaluru,Cybercrime,Surathkal,Complainant reported online fraud of Rs. 150000 via a fraudulent job portal. Transaction traced to unknown account.,Closed,IT Act 66
FIR-2026-00313,2025-08-10,Yeshwanthpur PS,Bengaluru Urban,Fraud,Jayanagar 4th Block,Complainant defrauded of Rs. 5000 in a chit fund scheme operating in Jayanagar 4th Block.,Under Investigation,IPC 420
FIR-2026-00314,2025-07-14,Kadri PS,Mangaluru,Vehicle Theft,Kadri,"Two-wheeler bearing registration KA-10-BL-4361 stolen from parking area near a parking lot, Kadri.",Closed,IPC 379A
FIR-2026-00315,2025-04-29,Cubbon Park PS,Bengaluru Urban,Burglary,Malleshwaram,House break-in reported in Malleshwaram during night hours. Jewellery and cash worth Rs. 150000 stolen.,Closed,IPC 457
FIR-2026-00316,2025-08-03,Kadri PS,Mangaluru,Theft,Panambur,Complainant reported theft of a laptop from a shopping complex in Panambur. Estimated value Rs. 25000.,Open,IPC 379
FIR-2026-00317,2026-06-11,Cubbon Park PS,Bengaluru Urban,Theft,Malleshwaram,Complainant reported theft of a laptop from the railway station in Malleshwaram. Estimated value Rs. 25000.,Open,IPC 379
FIR-2026-00318,2025-02-21,Devaraja PS,Mysuru,Assault,Hebbal Industrial Area,Physical altercation reported near a residential building in Hebbal Industrial Area. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00319,2025-12-31,Kadri PS,Mangaluru,Vehicle Theft,Surathkal,"Two-wheeler bearing registration KA-37-CK-8672 stolen from parking area near a shopping complex, Surathkal.",Open,IPC 379A
FIR-2026-00320,2026-04-27,Indiranagar PS,Bengaluru Urban,Robbery,Whitefield,Armed robbery reported at a shopping complex in Whitefield. Cash and valuables worth Rs. 300000 taken.,Under Investigation,IPC 392
FIR-2026-00321,2026-05-06,Whitefield PS,Bengaluru Urban,Cybercrime,Jayanagar 4th Block,Complainant reported online fraud of Rs. 300000 via a fraudulent job portal. Transaction traced to unknown account.,Under Investigation,IT Act 66
FIR-2026-00322,2026-02-15,VV Puram PS,Mysuru,Fraud,Hebbal Industrial Area,Complainant defrauded of Rs. 75000 in a fake investment scheme operating in Hebbal Industrial Area.,Open,IPC 420
FIR-2026-00323,2025-12-17,VV Puram PS,Mysuru,Assault,Hebbal Industrial Area,Physical altercation reported near a shopping complex in Hebbal Industrial Area. Complainant sustained minor injuries.,Closed,IPC 323
FIR-2026-00324,2025-04-22,Yeshwanthpur PS,Bengaluru Urban,Chain Snatching,MG Road,"Gold chain snatched from complainant by two persons on a motorcycle near the market, MG Road.",Under Investigation,IPC 356
FIR-2026-00325,2026-04-03,Indiranagar PS,Bengaluru Urban,Assault,Malleshwaram,Physical altercation reported near a parking lot in Malleshwaram. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00326,2025-10-29,Devaraja PS,Mysuru,Cybercrime,Lashkar Mohalla,Complainant reported online fraud of Rs. 5000 via a fake UPI payment link. Transaction traced to unknown account.,Under Investigation,IT Act 66
FIR-2026-00327,2026-02-20,Lashkar PS,Mysuru,Robbery,Hebbal Industrial Area,Armed robbery reported at the railway station in Hebbal Industrial Area. Cash and valuables worth Rs. 12000 taken.,Closed,IPC 392
FIR-2026-00328,2025-05-09,Indiranagar PS,Bengaluru Urban,Chain Snatching,Koramangala,"Gold chain snatched from complainant by two persons on a motorcycle near the bus stand, Koramangala.",Open,IPC 356
FIR-2026-00329,2026-03-12,VV Puram PS,Mysuru,Assault,Hebbal Industrial Area,Physical altercation reported near a residential building in Hebbal Industrial Area. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00330,2025-08-31,Yeshwanthpur PS,Bengaluru Urban,Cybercrime,Koramangala,Complainant reported online fraud of Rs. 75000 via a fraudulent job portal. Transaction traced to unknown account.,Under Investigation,IT Act 66
FIR-2026-00331,2026-04-22,Hubballi City PS,Hubballi-Dharwad,Theft,Old Hubballi,Complainant reported theft of a bicycle from the railway station in Old Hubballi. Estimated value Rs. 5000.,Closed,IPC 379
FIR-2026-00332,2026-06-09,Lashkar PS,Mysuru,Theft,Hebbal Industrial Area,Complainant reported theft of a bicycle from a parking lot in Hebbal Industrial Area. Estimated value Rs. 25000.,Open,IPC 379
FIR-2026-00333,2025-03-04,Dharwad PS,Hubballi-Dharwad,Burglary,Old Hubballi,House break-in reported in Old Hubballi during night hours. Jewellery and cash worth Rs. 75000 stolen.,Open,IPC 457
FIR-2026-00334,2025-09-16,Devaraja PS,Mysuru,Fraud,Kuvempunagar,Complainant defrauded of Rs. 25000 in a chit fund scheme operating in Kuvempunagar.,Under Investigation,IPC 420
FIR-2026-00335,2025-08-30,Whitefield PS,Bengaluru Urban,Theft,Koramangala,Complainant reported theft of a laptop from the railway station in Koramangala. Estimated value Rs. 300000.,Closed,IPC 379
FIR-2026-00336,2026-03-27,Indiranagar PS,Bengaluru Urban,Assault,Koramangala,Physical altercation reported near the railway station in Koramangala. Complainant sustained minor injuries.,Open,IPC 323
FIR-2026-00337,2025-08-28,Whitefield PS,Bengaluru Urban,Assault,Koramangala,Physical altercation reported near a residential building in Koramangala. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00338,2025-04-10,Dharwad PS,Hubballi-Dharwad,Burglary,Vidyanagar,House break-in reported in Vidyanagar during night hours. Jewellery and cash worth Rs. 150000 stolen.,Under Investigation,IPC 457
FIR-2026-00339,2025-09-05,Yeshwanthpur PS,Bengaluru Urban,Burglary,Koramangala,House break-in reported in Koramangala during night hours. Jewellery and cash worth Rs. 25000 stolen.,Open,IPC 457
FIR-2026-00340,2025-12-26,Indiranagar PS,Bengaluru Urban,Theft,Whitefield,Complainant reported theft of cash from the market in Whitefield. Estimated value Rs. 12000.,Closed,IPC 379
FIR-2026-00341,2025-03-30,VV Puram PS,Mysuru,Burglary,Devaraja Mohalla,House break-in reported in Devaraja Mohalla during night hours. Jewellery and cash worth Rs. 150000 stolen.,Under Investigation,IPC 457
FIR-2026-00342,2026-03-14,Dharwad PS,Hubballi-Dharwad,Robbery,Old Hubballi,Armed robbery reported at a shopping complex in Old Hubballi. Cash and valuables worth Rs. 300000 taken.,Under Investigation,IPC 392
FIR-2026-00343,2025-07-02,Whitefield PS,Bengaluru Urban,Chain Snatching,Jayanagar 4th Block,"Gold chain snatched from complainant by two persons on a motorcycle near a residential building, Jayanagar 4th Block.",Under Investigation,IPC 356
FIR-2026-00344,2026-03-29,Jayanagar PS,Bengaluru Urban,Robbery,MG Road,Armed robbery reported at the bus stand in MG Road. Cash and valuables worth Rs. 5000 taken.,Open,IPC 392
FIR-2026-00345,2025-09-30,Devaraja PS,Mysuru,Vehicle Theft,Hebbal Industrial Area,"Two-wheeler bearing registration KA-31-GQ-2148 stolen from parking area near a residential building, Hebbal Industrial Area.",Under Investigation,IPC 379A
FIR-2026-00346,2025-05-05,Yeshwanthpur PS,Bengaluru Urban,Chain Snatching,Whitefield,"Gold chain snatched from complainant by two persons on a motorcycle near the market, Whitefield.",Closed,IPC 356
FIR-2026-00347,2025-07-27,Indiranagar PS,Bengaluru Urban,Fraud,Jayanagar 4th Block,Complainant defrauded of Rs. 40000 in a real-estate advance scheme operating in Jayanagar 4th Block.,Under Investigation,IPC 420
FIR-2026-00348,2025-05-24,Hubballi City PS,Hubballi-Dharwad,Assault,Gokul Road,Physical altercation reported near the bus stand in Gokul Road. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00349,2025-02-07,Kadri PS,Mangaluru,Cybercrime,Hampankatta,Complainant reported online fraud of Rs. 300000 via a fake UPI payment link. Transaction traced to unknown account.,Open,IT Act 66
FIR-2026-00350,2025-05-25,Lashkar PS,Mysuru,Vehicle Theft,Devaraja Mohalla,"Two-wheeler bearing registration KA-45-CJ-3822 stolen from parking area near a residential building, Devaraja Mohalla.",Under Investigation,IPC 379A
FIR-2026-00351,2026-04-13,Hubballi City PS,Hubballi-Dharwad,Fraud,Vidyanagar,Complainant defrauded of Rs. 300000 in a chit fund scheme operating in Vidyanagar.,Under Investigation,IPC 420
FIR-2026-00352,2025-11-29,Mangaluru North PS,Mangaluru,Chain Snatching,Surathkal,"Gold chain snatched from complainant by two persons on a motorcycle near the railway station, Surathkal.",Open,IPC 356
FIR-2026-00353,2026-01-14,Yeshwanthpur PS,Bengaluru Urban,Burglary,Indiranagar,House break-in reported in Indiranagar during night hours. Jewellery and cash worth Rs. 12000 stolen.,Closed,IPC 457
FIR-2026-00354,2025-10-18,Whitefield PS,Bengaluru Urban,Theft,MG Road,Complainant reported theft of gold ornaments from a parking lot in MG Road. Estimated value Rs. 12000.,Open,IPC 379
FIR-2026-00355,2025-07-04,Whitefield PS,Bengaluru Urban,Burglary,Malleshwaram,House break-in reported in Malleshwaram during night hours. Jewellery and cash worth Rs. 150000 stolen.,Open,IPC 457
FIR-2026-00356,2026-06-04,Devaraja PS,Mysuru,Theft,Kuvempunagar,Complainant reported theft of gold ornaments from a parking lot in Kuvempunagar. Estimated value Rs. 150000.,Under Investigation,IPC 379
FIR-2026-00357,2025-06-13,Hubballi City PS,Hubballi-Dharwad,Cybercrime,Gokul Road,Complainant reported online fraud of Rs. 25000 via a fraudulent job portal. Transaction traced to unknown account.,Open,IT Act 66
FIR-2026-00358,2025-06-11,Mangaluru North PS,Mangaluru,Vehicle Theft,Kadri,"Two-wheeler bearing registration KA-47-HP-7865 stolen from parking area near the railway station, Kadri.",Open,IPC 379A
FIR-2026-00359,2025-11-30,Devaraja PS,Mysuru,Assault,Devaraja Mohalla,Physical altercation reported near a shopping complex in Devaraja Mohalla. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00360,2026-04-11,Indiranagar PS,Bengaluru Urban,Assault,Indiranagar,Physical altercation reported near the market in Indiranagar. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00361,2025-05-20,Cubbon Park PS,Bengaluru Urban,Cybercrime,Jayanagar 4th Block,Complainant reported online fraud of Rs. 40000 via an OTP scam call. Transaction traced to unknown account.,Under Investigation,IT Act 66
FIR-2026-00362,2026-06-19,Lashkar PS,Mysuru,Theft,Hebbal Industrial Area,Complainant reported theft of a laptop from the railway station in Hebbal Industrial Area. Estimated value Rs. 40000.,Under Investigation,IPC 379
FIR-2026-00363,2025-01-06,Lashkar PS,Mysuru,Vehicle Theft,Lashkar Mohalla,"Two-wheeler bearing registration KA-34-GR-2605 stolen from parking area near the bus stand, Lashkar Mohalla.",Under Investigation,IPC 379A
FIR-2026-00364,2026-02-21,Indiranagar PS,Bengaluru Urban,Cybercrime,MG Road,Complainant reported online fraud of Rs. 25000 via an OTP scam call. Transaction traced to unknown account.,Closed,IT Act 66
FIR-2026-00365,2026-04-11,Dharwad PS,Hubballi-Dharwad,Burglary,Vidyanagar,House break-in reported in Vidyanagar during night hours. Jewellery and cash worth Rs. 40000 stolen.,Under Investigation,IPC 457
FIR-2026-00366,2026-03-13,Lashkar PS,Mysuru,Cybercrime,Kuvempunagar,Complainant reported online fraud of Rs. 75000 via an OTP scam call. Transaction traced to unknown account.,Closed,IT Act 66
FIR-2026-00367,2026-01-28,Lashkar PS,Mysuru,Vehicle Theft,Devaraja Mohalla,"Two-wheeler bearing registration KA-12-BM-3267 stolen from parking area near the railway station, Devaraja Mohalla.",Closed,IPC 379A
FIR-2026-00368,2025-08-03,Indiranagar PS,Bengaluru Urban,Theft,Whitefield,Complainant reported theft of cash from the market in Whitefield. Estimated value Rs. 25000.,Under Investigation,IPC 379
FIR-2026-00369,2025-10-27,Lashkar PS,Mysuru,Fraud,Hebbal Industrial Area,Complainant defrauded of Rs. 300000 in a fake investment scheme operating in Hebbal Industrial Area.,Under Investigation,IPC 420
FIR-2026-00370,2025-04-22,Indiranagar PS,Bengaluru Urban,Chain Snatching,MG Road,"Gold chain snatched from complainant by two persons on a motorcycle near the bus stand, MG Road.",Under Investigation,IPC 356
FIR-2026-00371,2025-12-22,Lashkar PS,Mysuru,Vehicle Theft,Hebbal Industrial Area,"Two-wheeler bearing registration KA-13-BJ-4806 stolen from parking area near a parking lot, Hebbal Industrial Area.",Closed,IPC 379A
FIR-2026-00372,2025-12-01,Lashkar PS,Mysuru,Assault,Kuvempunagar,Physical altercation reported near a parking lot in Kuvempunagar. Complainant sustained minor injuries.,Closed,IPC 323
FIR-2026-00373,2025-02-18,Indiranagar PS,Bengaluru Urban,Assault,Jayanagar 4th Block,Physical altercation reported near the market in Jayanagar 4th Block. Complainant sustained minor injuries.,Closed,IPC 323
FIR-2026-00374,2025-06-15,Devaraja PS,Mysuru,Robbery,Lashkar Mohalla,Armed robbery reported at the bus stand in Lashkar Mohalla. Cash and valuables worth Rs. 25000 taken.,Under Investigation,IPC 392
FIR-2026-00375,2025-06-01,Jayanagar PS,Bengaluru Urban,Assault,Jayanagar 4th Block,Physical altercation reported near the railway station in Jayanagar 4th Block. Complainant sustained minor injuries.,Closed,IPC 323
FIR-2026-00376,2025-01-05,Dharwad PS,Hubballi-Dharwad,Vehicle Theft,Gokul Road,"Two-wheeler bearing registration KA-22-BR-1656 stolen from parking area near a residential building, Gokul Road.",Open,IPC 379A
FIR-2026-00377,2025-08-14,Lashkar PS,Mysuru,Assault,Hebbal Industrial Area,Physical altercation reported near the bus stand in Hebbal Industrial Area. Complainant sustained minor injuries.,Open,IPC 323
FIR-2026-00378,2026-06-09,Lashkar PS,Mysuru,Cybercrime,Devaraja Mohalla,Complainant reported online fraud of Rs. 25000 via a fake UPI payment link. Transaction traced to unknown account.,Under Investigation,IT Act 66
FIR-2026-00379,2026-04-02,Yeshwanthpur PS,Bengaluru Urban,Assault,Jayanagar 4th Block,Physical altercation reported near a shopping complex in Jayanagar 4th Block. Complainant sustained minor injuries.,Closed,IPC 323
FIR-2026-00380,2025-05-23,Hubballi City PS,Hubballi-Dharwad,Assault,Dharwad Market,Physical altercation reported near a shopping complex in Dharwad Market. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00381,2025-05-21,Hubballi City PS,Hubballi-Dharwad,Assault,Dharwad Market,Physical altercation reported near a residential building in Dharwad Market. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00382,2025-06-07,Jayanagar PS,Bengaluru Urban,Theft,MG Road,Complainant reported theft of cash from a parking lot in MG Road. Estimated value Rs. 300000.,Under Investigation,IPC 379
FIR-2026-00383,2025-10-11,Lashkar PS,Mysuru,Theft,Devaraja Mohalla,Complainant reported theft of a mobile phone from the railway station in Devaraja Mohalla. Estimated value Rs. 150000.,Closed,IPC 379
FIR-2026-00384,2025-09-23,Mangaluru North PS,Mangaluru,Assault,Hampankatta,Physical altercation reported near the bus stand in Hampankatta. Complainant sustained minor injuries.,Open,IPC 323
FIR-2026-00385,2025-02-19,Jayanagar PS,Bengaluru Urban,Robbery,Jayanagar 4th Block,Armed robbery reported at the railway station in Jayanagar 4th Block. Cash and valuables worth Rs. 150000 taken.,Under Investigation,IPC 392
FIR-2026-00386,2025-10-05,Dharwad PS,Hubballi-Dharwad,Fraud,Old Hubballi,Complainant defrauded of Rs. 75000 in a fake investment scheme operating in Old Hubballi.,Closed,IPC 420
FIR-2026-00387,2025-04-15,Indiranagar PS,Bengaluru Urban,Vehicle Theft,Indiranagar,"Two-wheeler bearing registration KA-27-HK-2909 stolen from parking area near the railway station, Indiranagar.",Closed,IPC 379A
FIR-2026-00388,2026-01-07,Hubballi City PS,Hubballi-Dharwad,Cybercrime,Old Hubballi,Complainant reported online fraud of Rs. 75000 via a fraudulent job portal. Transaction traced to unknown account.,Open,IT Act 66
FIR-2026-00389,2025-11-11,Hubballi City PS,Hubballi-Dharwad,Theft,Gokul Road,Complainant reported theft of a laptop from a shopping complex in Gokul Road. Estimated value Rs. 5000.,Open,IPC 379
FIR-2026-00390,2025-03-02,Whitefield PS,Bengaluru Urban,Fraud,Malleshwaram,Complainant defrauded of Rs. 5000 in a real-estate advance scheme operating in Malleshwaram.,Closed,IPC 420
FIR-2026-00391,2025-12-26,Cubbon Park PS,Bengaluru Urban,Vehicle Theft,Indiranagar,"Two-wheeler bearing registration KA-23-CM-9272 stolen from parking area near a shopping complex, Indiranagar.",Under Investigation,IPC 379A
FIR-2026-00392,2025-08-11,Indiranagar PS,Bengaluru Urban,Cybercrime,MG Road,Complainant reported online fraud of Rs. 300000 via a fake UPI payment link. Transaction traced to unknown account.,Under Investigation,IT Act 66
FIR-2026-00393,2025-07-05,Jayanagar PS,Bengaluru Urban,Robbery,MG Road,Armed robbery reported at a residential building in MG Road. Cash and valuables worth Rs. 12000 taken.,Open,IPC 392
FIR-2026-00394,2025-10-23,Yeshwanthpur PS,Bengaluru Urban,Burglary,Koramangala,House break-in reported in Koramangala during night hours. Jewellery and cash worth Rs. 25000 stolen.,Under Investigation,IPC 457
FIR-2026-00395,2025-10-25,Kadri PS,Mangaluru,Theft,Surathkal,Complainant reported theft of a laptop from the bus stand in Surathkal. Estimated value Rs. 300000.,Under Investigation,IPC 379
FIR-2026-00396,2025-05-27,Lashkar PS,Mysuru,Robbery,Devaraja Mohalla,Armed robbery reported at a parking lot in Devaraja Mohalla. Cash and valuables worth Rs. 75000 taken.,Open,IPC 392
FIR-2026-00397,2026-03-11,Panambur PS,Mangaluru,Assault,Kadri,Physical altercation reported near the market in Kadri. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00398,2025-09-14,Whitefield PS,Bengaluru Urban,Cybercrime,MG Road,Complainant reported online fraud of Rs. 150000 via an OTP scam call. Transaction traced to unknown account.,Under Investigation,IT Act 66
FIR-2026-00399,2025-06-06,Dharwad PS,Hubballi-Dharwad,Assault,Old Hubballi,Physical altercation reported near the railway station in Old Hubballi. Complainant sustained minor injuries.,Under Investigation,IPC 323
FIR-2026-00400,2025-01-19,Cubbon Park PS,Bengaluru Urban,Theft,Jayanagar 4th Block,Complainant reported theft of gold ornaments from the bus stand in Jayanagar 4th Block. Estimated value Rs. 40000.,Open,IPC 379
